Date,Open,High,Low,Close,Volume
03-04-2014,267.43,273.15,265.92,267.07,5026907
04-04-2014,268.95,275.74,268.63,272.62,4284833
05-04-2014,275.28,280.34,272.91,279.22,3786896
06-04-2014,280.47,282.32,266.23,272.84,3674151
07-04-2014,273.16,274.4,266.25,269.43,2576905
08-04-2014,269.84,274.05,268.64,269.67,2594834
09-04-2014,270.56,270.78,264.58,265.87,6322422
10-04-2014,268.7,269.87,262.51,263.68,3953091
11-04-2014,266.16,269.51,263.82,268.01,2012972
12-04-2014,268.28,272.91,266.81,271.28,2485694
13-04-2014,270.6,272.86,266.54,266.85,2017568
14-04-2014,267.09,271.15,263.56,269.92,4565820
15-04-2014,274.25,280.59,273.43,277.97,6701908
16-04-2014,279.85,280.52,275.41,278.03,3085371
17-04-2014,279.96,279.96,272.53,276.95,3602608
18-04-2014,277.37,277.37,270.56,272.94,3466329
19-04-2014,272.06,275.76,268.48,270.97,2689818
20-04-2014,272.49,274.15,265.66,267.94,3348036
21-04-2014,268.46,268.46,261.81,263.86,3285055
22-04-2014,262.04,270.76,262.04,269.95,3617320
23-04-2014,269.45,272.83,262.67,264.18,4391701
24-04-2014,265.98,266.21,255.48,258.08,5286280
25-04-2014,259.02,259.89,256.13,256.69,2938456
26-04-2014,256.82,258.77,253.6,257.05,3375785
27-04-2014,258.8,263.2,258.8,262.47,2717888
28-04-2014,261.93,262.35,259.58,260.28,2414935
29-04-2014,253.84,254.31,249.31,250.6,5595871
30-04-2014,250.13,253.47,249.44,250.65,2108794
01-05-2014,250.76,252.61,247.65,251.47,4721740
02-05-2014,251.91,252.74,249.37,249.63,2206576
03-05-2014,251.86,254.43,250.62,252.17,2810085
04-05-2014,252.61,253.84,248.52,249.26,2645940
05-05-2014,248.89,256.77,248.47,255.56,2961779
06-05-2014,255.82,256.82,252.85,254.39,3204529
07-05-2014,254.09,256.2,245.18,246.43,3996724
08-05-2014,248.15,250.1,245.8,247.89,3406611
09-05-2014,247.71,252.98,242.96,246.96,4251670
10-05-2014,246.46,248.15,238.65,239.36,4065087
11-05-2014,239.88,241.44,237.37,238.18,3146395
12-05-2014,238.59,242.7,238.5,240.77,3507637
13-05-2014,241.21,245.92,241.21,245.1,3190489
14-05-2014,244.68,247.21,242.77,243.32,2154828
15-05-2014,242.7,243.58,240.05,241.89,2133298
16-05-2014,247.65,249.63,246.43,247.07,3883004
17-05-2014,248.64,256.05,247.92,255.32,6512321
18-05-2014,256.33,257.51,252.87,255.89,3136481
19-05-2014,255.08,258.35,253.6,257.82,2211291
20-05-2014,258.03,258.38,249.4,253.06,3093322
21-05-2014,252.85,253.48,248.05,249.04,2142490
22-05-2014,248.64,250.38,245.92,249.18,4255466
23-05-2014,249.62,252.58,248.15,249.25,4051138
24-05-2014,246.41,247.4,241.46,241.78,3617603
25-05-2014,242.95,245.1,241.72,243.94,3353808
26-05-2014,243.96,244.64,240.47,243.65,2796475
27-05-2014,243.91,247.31,242.58,244.72,3739249
28-05-2014,244.93,246.84,243.53,245,2478789
29-05-2014,242.59,243.57,240.99,242.82,2084325
30-05-2014,243.97,244.49,242.06,242.82,1530775
31-05-2014,244.19,244.42,241.8,243.79,2184401
01-06-2014,243.52,246.81,242.7,245.21,3226166
02-06-2014,246.41,248.89,245.61,248.38,2757188
03-06-2014,247.92,251.48,247.03,250.88,1747178
04-06-2014,251.37,253.35,249.16,249.96,3328022
05-06-2014,250.38,252.22,246.5,247.24,2976628
06-06-2014,247.65,248.64,245.2,246.44,3760015
07-06-2014,247.68,249.39,246.49,247.23,1959327
08-06-2014,247.65,249.76,246.03,246.61,1704141
09-06-2014,246.66,246.9,243.44,246.01,2182560
10-06-2014,246.96,248.1,244.4,246.09,1918182
11-06-2014,246.32,248.64,246.32,247.33,3637682
12-06-2014,248.73,252.85,246.56,251.14,3702468
13-06-2014,252.23,255.47,250.28,253.55,3784599
14-06-2014,253.88,256.56,252.88,255.39,5011067
15-06-2014,254.83,256.05,252.13,254.07,2136513
16-06-2014,254.51,255.94,252.75,254,2075273
17-06-2014,256.05,257.4,254.59,256.99,3174286
18-06-2014,255.6,257.88,254.64,255.82,2095351
19-06-2014,254.62,254.86,250.77,251.58,2162176
20-06-2014,252.68,255.08,249.63,252.46,2427349
21-06-2014,252.23,253.6,250.49,251.52,2000076
22-06-2014,249.91,250.62,247.9,248.33,1997452
23-06-2014,248,248.68,241.83,242.55,3027126
24-06-2014,243.91,245.31,242.44,244.84,2488647
25-06-2014,243.94,250.13,243.62,248.87,2077617
26-06-2014,249.14,251.57,245.42,246.53,3924732
27-06-2014,245.92,246.66,244.61,245.56,1805858
28-06-2014,245.6,246.53,238.5,239.2,4044643
29-06-2014,239.85,241.24,236.61,239,3518809
30-06-2014,239.26,239.68,228.5,230.28,7564288
01-07-2014,230.07,233.2,227.17,231.12,3635611
02-07-2014,232.04,233.46,230.22,231.1,2852977
03-07-2014,229.82,234.89,229.09,234.2,4032700
04-07-2014,233.68,234.18,229.33,229.62,1978672
05-07-2014,229.64,231.53,228.69,229.36,2835389
06-07-2014,228.13,233.16,228.13,231.98,2246466
07-07-2014,232.35,237.07,232.35,236.42,2552056
08-07-2014,234.53,239.98,231.83,237.91,3535189
09-07-2014,238.19,238.92,234.79,237.23,3173161
10-07-2014,242.45,242.45,237.4,238.06,4360890
11-07-2014,235.68,236.98,229.82,230.56,4347008
12-07-2014,231.8,232.95,229.13,232.27,3500356
13-07-2014,232.42,232.94,225.75,231.57,4843061
14-07-2014,231.37,232.05,229.6,230.16,4028045
15-07-2014,231.58,235.47,231.1,234.19,3059361
16-07-2014,235.15,236.38,235.02,235.96,429213
17-07-2014,238.72,238.72,232,233.13,2302432
18-07-2014,233.07,233.29,229.35,231.32,5034195
19-07-2014,231.95,236.11,231.34,235.67,4004057
20-07-2014,234.77,243.08,234.55,242.51,7484984
21-07-2014,243.16,248.57,243.16,247.79,3219842
22-07-2014,248.64,249.88,245.21,248.23,2828980
23-07-2014,248.15,249.76,244.78,245.5,3595614
24-07-2014,245.29,246.5,242.22,242.82,2659263
25-07-2014,243.39,245.13,239.54,240.06,2396133
26-07-2014,240.82,244.63,239.29,242.13,2308713
27-07-2014,243.18,243.44,239.9,241.23,2122642
28-07-2014,241.21,242.65,238.59,240.04,1609576
29-07-2014,239.98,242.14,239,240.01,1925588
30-07-2014,239.23,244.57,239.23,243.99,2337114
31-07-2014,244.05,247.08,243.99,244.84,3065433
01-08-2014,244.84,245.67,241.83,242.24,1851368
02-08-2014,242.2,243.62,240.3,242.89,2592595
03-08-2014,242.75,247.9,242.75,247.08,2683538
04-08-2014,247.7,248.68,243.12,244.02,2840424
05-08-2014,243.96,246.39,241.04,245.92,3338732
06-08-2014,245.66,245.92,243.34,244.45,3007076
07-08-2014,245.18,245.92,243.45,244.84,2806993
08-08-2014,245.1,251.95,243.49,245.57,4773085
09-08-2014,244.93,245.66,237.39,238.14,3973275
10-08-2014,238.24,240.53,237.25,238.4,2160807
11-08-2014,237.39,241.21,237.39,239.81,2237796
12-08-2014,239.75,241.45,236.68,237.39,2463051
13-08-2014,237.99,239.48,236.53,237.09,2296865
14-08-2014,237.75,238.45,233.35,233.93,2340414
15-08-2014,233.04,235.44,230.56,232.76,2422696
16-08-2014,230.68,233.03,230.32,230.95,3027071
17-08-2014,230.07,230.07,223.72,224.41,5170702
18-08-2014,224.62,225.61,217.77,218.52,4085890
19-08-2014,217.43,218.38,215.95,217.64,2891112
20-08-2014,217.14,218.74,212.91,214.12,4774252
21-08-2014,214.28,216.67,214.08,215.33,4749947
22-08-2014,218.32,219.12,214.13,217.96,3422050
23-08-2014,219.2,224.97,218.55,223.02,4588473
24-08-2014,223.38,224.57,220.66,224.1,1898416
25-08-2014,223.47,223.91,220.86,221.34,2419143
26-08-2014,221.34,222.18,217.93,218.96,5138493
27-08-2014,219.57,221.07,217.96,220.13,1117804
28-08-2014,220.04,222.65,219.66,222.14,1584461
29-08-2014,222.17,222.49,217.22,217.97,2657831
30-08-2014,217.93,221.38,217.7,220.7,1934955
31-08-2014,219.49,220.91,218.84,219.89,677439
01-09-2014,219.94,221.91,219,219.31,1675827
02-09-2014,219.17,220.63,216.47,216.91,2309591
03-09-2014,215.46,216.2,206.05,207.06,4258043
04-09-2014,207.31,212.68,207.29,211.57,4736315
05-09-2014,213.01,213.7,208.07,208.54,4542457
06-09-2014,210.11,213.48,209.27,213.06,3061366
07-09-2014,213.1,213.23,208.42,210.58,2308716
08-09-2014,211.25,211.73,208.15,208.81,2274108
09-09-2014,208.77,209.76,205.85,206.78,2601286
10-09-2014,208.03,215.73,208.03,214.03,3869247
11-09-2014,212.98,216.7,211.01,215.38,4374388
12-09-2014,215.51,219.42,212.67,217.85,3049291
13-09-2014,218.31,224.26,217.65,223.64,3054173
14-09-2014,224.13,225.71,220.92,224.56,3905183
15-09-2014,224.16,224.67,217.81,218.86,5422365
16-09-2014,220.41,222.34,217.19,219.64,4132897
17-09-2014,221.13,222.07,218.06,220.18,4100754
18-09-2014,219.44,225.31,219.44,224.58,4411227
19-09-2014,224.65,231.43,224.6,230.17,8255888
20-09-2014,230.32,230.63,225.12,226.66,4970953
21-09-2014,226.86,227.82,224.3,224.88,4412275
22-09-2014,226.16,233,226.16,232.2,3907020
23-09-2014,232.57,233.73,229.3,230.02,3216827
24-09-2014,231.8,232.77,227.25,228.76,2826578
25-09-2014,228.86,230.32,223.63,225.34,2067728
26-09-2014,223.18,227.34,220.91,222.07,2020605
27-09-2014,222.39,224,213.3,218.43,3120391
28-09-2014,219.42,224.06,218.68,223.06,2235774
29-09-2014,224.87,226.34,219.73,225.15,1990874
30-09-2014,226.35,228.04,225.13,227.22,1690071
01-10-2014,227.52,228.88,222.89,223.58,2803961
02-10-2014,222.89,224.87,221.5,223.3,2248124
03-10-2014,224.61,224.77,219.8,223.39,2183115
04-10-2014,221.71,221.9,215.78,216.23,4278437
05-10-2014,215.45,217.13,209.79,210.86,3224043
06-10-2014,211.56,212.19,207.29,208.39,4559370
07-10-2014,210.21,212.11,208.29,208.81,3491406
08-10-2014,209.54,210.5,207.19,208.52,4905338
09-10-2014,209.9,213.23,209.17,211.88,4265220
10-10-2014,215.21,216.82,211.88,214.03,3332631
11-10-2014,215.21,224.48,214.81,223.09,4717254
12-10-2014,224.37,225.28,217.95,219.88,3308981
13-10-2014,221.03,222.58,217.48,219.16,2449658
14-10-2014,219.2,220.84,214.01,215.37,3215112
15-10-2014,215.2,216.89,211.84,212.77,3482250
16-10-2014,213.22,215.36,211.1,211.98,2659765
17-10-2014,212.49,214.81,211.89,213.92,2693254
18-10-2014,215.21,215.36,209.76,210.53,2956988
19-10-2014,210.88,211.48,208.1,208.55,3163589
20-10-2014,210.64,212.96,208.28,212.2,4359100
21-10-2014,212.24,216.01,211.67,215.12,2118940
22-10-2014,216.83,217.12,211.52,212.03,3185218
23-10-2014,212.46,213.27,210.16,211.52,2378572
24-10-2014,212.11,213.97,207.56,208.51,3029112
25-10-2014,208.55,211.57,208.55,210,2111750
26-10-2014,210.26,210.38,208.28,209.24,2346393
27-10-2014,208.3,210.32,204.09,205.38,4713693
28-10-2014,206.52,206.79,198.48,201.02,5332142
29-10-2014,202.23,202.51,197.24,200.78,3961481
30-10-2014,202.58,206.27,202.58,204.56,4625471
31-10-2014,204.29,207.78,201.37,207.05,3334693
01-11-2014,207.04,207.53,203.42,204.23,2819367
02-11-2014,204.57,207.06,204.57,206.26,4863211
03-11-2014,206.42,215.33,206.27,214.44,5673710
04-11-2014,214.34,222.64,212.68,221.67,6234931
05-11-2014,221.64,225.07,220.19,223.96,5788462
06-11-2014,224.57,229.02,222.58,228.46,4612201
07-11-2014,228.09,232.69,224.67,228.74,5081693
08-11-2014,228.95,232.3,227.59,229.91,4612192
09-11-2014,231.57,233.86,228.48,229.54,5476551
10-11-2014,232.12,232.16,217.56,219.33,8601165
11-11-2014,220.45,221.77,216.06,217.05,4047524
12-11-2014,218.4,219.61,214.71,217.87,3374188
13-11-2014,218.89,220.26,215.22,217.2,3048801
14-11-2014,217.19,219.04,215.12,217.66,2905259
15-11-2014,217.95,219.79,215.82,216.77,2524227
16-11-2014,216.62,218.43,212.62,214.27,3357286
17-11-2014,213.48,215.59,209.86,210.5,3746012
18-11-2014,210.5,214.44,210,213.56,7955186
19-11-2014,214.52,221.38,213.1,220.65,3446692
20-11-2014,221.33,223.33,219.2,220.94,4079468
21-11-2014,220.41,222.08,215.95,218,5128997
22-11-2014,216.7,217.55,212.98,215.64,3825462
23-11-2014,215.71,221.34,213.25,220.34,3909788
24-11-2014,221.12,222.75,218.78,221.88,3249083
25-11-2014,221.62,221.62,214.26,215.14,3805956
26-11-2014,216.29,220.08,212.29,219.2,3817667
27-11-2014,219.42,219.47,215.53,217.49,2818365
28-11-2014,218.4,219.66,215.48,216.44,1904490
29-11-2014,216.67,221.4,216,220.79,2250982
30-11-2014,220.72,224.06,219.57,221.79,3317436
01-12-2014,222.99,225.61,222.32,225.08,1990706
02-12-2014,225.67,226.7,221.43,222.08,2459446
03-12-2014,222.14,224.27,222.14,223.84,1908452
04-12-2014,222.89,224.87,220.99,221.53,1512612
05-12-2014,221.65,221.9,218.6,219.07,2173883
06-12-2014,219.42,220.63,217.98,219.25,1846549
07-12-2014,219.38,221.46,215.95,216.89,6066339
08-12-2014,217.91,219.53,216.23,217.19,6692348
09-12-2014,217.93,224.1,217.44,223.44,4479082
10-12-2014,224.31,227.54,220.77,222.55,4612571
11-12-2014,222.64,225.48,220.04,221.98,3553618
12-12-2014,223.93,226.9,221.04,226.03,3641649
13-12-2014,225.34,227.08,223.99,224.81,2986745
14-12-2014,224.57,225.36,218.7,219.28,2479431
15-12-2014,218.81,220.57,217.28,218.85,2092303
16-12-2014,219.42,225.34,219.17,224.32,3088017
17-12-2014,224.37,225.24,216.36,217.23,3354787
18-12-2014,217.69,221.08,217.5,220.37,4924556
19-12-2014,221.62,224.13,220.41,223.32,2939253
20-12-2014,222.64,224.13,221.2,223.87,3184005
21-12-2014,224.14,233.38,221.4,230.61,5996339
22-12-2014,230.95,243.19,230.94,242.44,11284420
23-12-2014,243.32,249.24,243.32,246.82,10448751
24-12-2014,246.9,249.81,244.31,245.6,4433185
25-12-2014,245.83,248.32,245.42,246.41,3659045
26-12-2014,246.41,249.25,244.35,245.4,4252334
27-12-2014,244.43,249.88,243.94,248.78,6211775
28-12-2014,247.63,251.14,246.51,247.83,4792657
29-12-2014,244.66,246.13,240.72,245.39,4610282
30-12-2014,245.15,248.36,244.68,247.68,5299670
31-12-2014,247.9,250.24,247.9,249.05,3388578
01-01-2015,249.88,252.54,249.41,250.34,3641605
02-01-2015,250.07,251.07,248.41,249.44,3161556
03-01-2015,246.69,252.33,246.46,251.5,2797340
04-01-2015,250.38,251.76,247.65,248.46,2581847
05-01-2015,246.62,249.81,245.58,246.81,3472328
06-01-2015,246.66,247.9,243.48,244.53,3713532
07-01-2015,245.45,248.64,245.24,248.1,3682606
08-01-2015,248.1,250.75,246.45,249.39,2253887
09-01-2015,249.86,250.5,246.46,247.11,2272786
10-01-2015,247.59,251.22,247.54,250.41,3093396
11-01-2015,250.62,254.54,250.41,253.52,3395442
12-01-2015,253.91,255.37,252.11,253.03,2330438
13-01-2015,254.54,255.07,252.09,253.78,1451127
14-01-2015,254.59,254.7,248.33,249.58,1811142
15-01-2015,248.89,261.01,248.79,260.13,3956647
16-01-2015,260.9,264.46,257.86,258.87,4261457
17-01-2015,259.54,259.95,252.88,253.86,2994363
18-01-2015,253.82,255.06,248.09,248.98,4598763
19-01-2015,249.71,251.79,247.68,250.19,3059101
20-01-2015,250.01,250.8,245.7,246.66,3380933
21-01-2015,247.68,249.63,245.75,247.69,2674704
22-01-2015,247.65,249.61,245.18,248.11,3802312
23-01-2015,247.9,251.08,247.5,248.26,2260182
24-01-2015,248.49,249.05,242.7,244.68,2744569
25-01-2015,244.74,247.85,243.71,244.62,3279028
26-01-2015,245.42,245.67,242.08,242.44,1990511
27-01-2015,242.45,246.17,241.99,243.78,1967847
28-01-2015,243.81,244.88,238.86,239.95,2123285
29-01-2015,240.47,241.13,237.25,239.23,2002952
30-01-2015,238.64,0,0,239.23,0
31-01-2015,234.53,236.25,230.17,231.15,2135047
01-02-2015,232.86,240.72,231.38,239.47,2912005
02-02-2015,239.23,239.23,234.29,235.44,2481826
03-02-2015,236.76,236.76,233.34,233.81,1515583
04-02-2015,233.78,237.99,232.66,236.41,2029201
05-02-2015,237.73,237.73,226.29,226.92,4344929
06-02-2015,225.36,225.83,222.14,224.86,4583212
07-02-2015,217.93,217.93,202.58,205.44,8145723
08-02-2015,208.24,213.14,203.87,210.05,11315843
09-02-2015,209.96,216.65,208.03,211.35,4332912
10-02-2015,214.67,218.24,212.25,215.25,6171185
11-02-2015,216.7,218.68,214.49,216.05,2461890
12-02-2015,216.16,216.16,211.45,211.97,4733716
13-02-2015,211.47,211.47,206.81,207.99,4947842
14-02-2015,210.5,212.26,208.67,210.39,4492201
15-02-2015,211.51,213.17,209.12,211.46,2665275
16-02-2015,210.43,210.43,204.34,207.01,3703036
17-02-2015,207.59,209.02,204.98,206.34,2339465
18-02-2015,207.04,211.24,204.34,210.16,2948830
19-02-2015,213.23,217.61,210.63,216.46,3963791
20-02-2015,213.23,215.58,211.87,214.71,2531423
21-02-2015,215.95,216.97,212.04,213.22,2430944
22-02-2015,213.41,214.39,210.98,213.93,1820453
23-02-2015,213.48,215.46,211.89,214.71,2630944
24-02-2015,215.98,217.28,214.27,216.09,3068686
25-02-2015,217.55,222.76,217.23,221.75,7831592
26-02-2015,217.93,219.96,216.96,217.46,2910364
27-02-2015,217.93,219.15,209.14,209.98,3599162
28-02-2015,208.77,212.19,208.03,210.59,3479324
01-03-2015,210.01,210.01,206.73,207.37,6646509
02-03-2015,207.98,208.25,205.23,206.6,2657197
03-03-2015,205.55,210.57,204.59,208.21,3623837
04-03-2015,210.75,214.17,207.66,213.55,3952665
05-03-2015,216.44,216.44,212.63,214.15,1980306
06-03-2015,213.67,220.41,213.44,219.92,3660854
07-03-2015,221.81,223.01,219.36,222.4,2818498
08-03-2015,221.57,227.36,220.66,226.3,2632179
09-03-2015,226.58,226.58,219.48,220.19,2457989
10-03-2015,221.41,224.24,218.31,219.75,2132195
11-03-2015,219.92,223.28,219.92,220.84,1420049
12-03-2015,219.18,221.97,218.65,221.3,1408658
13-03-2015,221.85,224.13,221.39,223.62,1829257
14-03-2015,224.79,225.61,222.91,223.8,2068330
15-03-2015,224,226.55,223.8,226.55,3485193
16-03-2015,233.04,239.11,233.04,238.61,7658875
17-03-2015,238.98,239.41,236.01,236.93,4135503
18-03-2015,236.63,241.41,236.01,236.51,3292615
19-03-2015,238.72,240.98,233.08,236.67,2778068
20-03-2015,238.22,238.49,233.12,233.5,2500420
21-03-2015,232.5,234.84,232.15,232.68,2651976
22-03-2015,232.03,234.01,230.29,232.04,2733564
23-03-2015,231.8,234.03,231.54,233.04,3035672
24-03-2015,233.31,236.73,232.82,234.7,3055325
25-03-2015,235.02,238.12,234.08,237.7,1650838
26-03-2015,238.55,240.33,238.06,239.53,2599796
27-03-2015,239.73,241.46,234.33,235.59,2293418
28-03-2015,235.02,235.52,231.06,231.95,2461259
29-03-2015,232.66,236.45,232.27,235.86,1912599
30-03-2015,231.18,238.98,228.69,238.06,3893160
31-03-2015,237,237.62,226.92,228.52,2625561
01-04-2015,226.61,232.43,226.48,231.07,3127549
02-04-2015,229.33,233.29,229.02,231.38,3507963
03-04-2015,232.31,232.52,229.38,229.76,1963105
04-04-2015,229.72,230.64,225.35,225.86,2571383
05-04-2015,227.57,232.47,227.16,231.49,2784876
06-04-2015,231.31,235.96,229.21,234.49,2583965
07-04-2015,235.27,237.23,234.33,236.2,2400013
08-04-2015,236.01,240.62,235.53,239.65,3384443
09-04-2015,240.47,245.66,239.79,244.84,5441612
10-04-2015,244.93,245.8,241.24,242.46,2489697
11-04-2015,242.33,243.79,238.32,239.5,6839027
12-04-2015,238.74,242.4,238.06,239.21,2967325
13-04-2015,239.29,242.63,238.86,242.19,1731204
14-04-2015,241.44,244.92,241.24,242.01,2597024
15-04-2015,240.79,241.76,238.09,239.1,3073001
16-04-2015,239.1,240.97,235.21,235.78,3310778
17-04-2015,235,236.16,231.83,233.02,1721726
18-04-2015,231.85,233.65,226.07,226.82,2097118
19-04-2015,228.46,236.21,227.84,235.36,4249865
20-04-2015,235.7,237.5,233.51,236,4150045
21-04-2015,234.68,238.61,234.28,236.53,2414730
22-04-2015,237,242.19,236.17,241.68,3593061
23-04-2015,241.68,244.57,241.09,242.37,2765248
24-04-2015,242.71,251.37,242.2,250.05,4427435
25-04-2015,248.59,249.88,245.18,245.65,3661020
26-04-2015,244.66,247.4,243.78,245.7,2818835
27-04-2015,245.87,248.3,243.69,244.51,2646828
28-04-2015,245.62,249.36,245.18,248.59,2953173
29-04-2015,248.62,249.44,246.74,247.79,2720569
30-04-2015,247.8,251.06,247.65,250.23,2945508
01-05-2015,250.23,252.28,249.42,251.47,3409060
02-05-2015,251.37,251.61,248.15,248.77,1863321
03-05-2015,248.49,252.53,247.43,251.27,4225066
04-05-2015,250.08,252.33,249.68,251.45,1238135
05-05-2015,248.89,251.07,244.36,246.49,6896571
06-05-2015,247.73,250.13,246.91,248.93,3416459
07-05-2015,249.53,257.16,247.75,255.63,6116855
08-05-2015,252.87,254.59,249.65,250.93,4512219
09-05-2015,252.61,255.8,251.79,254.03,4871839
10-05-2015,251.6,262.71,250.38,260.43,6632671
11-05-2015,261.27,263.85,257.83,258.65,5342761
12-05-2015,260.8,269.88,259.34,266.68,16412811
13-05-2015,263.47,267.71,260.79,262.92,6359913
14-05-2015,264.93,269.82,263.9,265.81,6575725
15-05-2015,266.23,268.44,249.66,251.83,6229959
16-05-2015,254.83,259.99,251.14,258.45,4912096
17-05-2015,256.3,256.3,245.18,248.78,10312353
18-05-2015,252,254.03,241.88,243.74,7261772
19-05-2015,246.18,250.38,246.18,248.68,5413455
20-05-2015,250.13,252.3,247.65,248.63,2994340
21-05-2015,249.66,250.13,246.9,247.49,3943295
22-05-2015,247.9,253.05,246.93,251.84,5274473
23-05-2015,252.35,257.56,252.11,256.42,4383577
24-05-2015,257.55,258,253.98,255.16,2267273
25-05-2015,255.16,255.78,245.3,247.94,3376466
26-05-2015,244.68,246.17,241.46,243.05,3586808
27-05-2015,244.68,247.9,239.16,240.98,4161079
28-05-2015,242.48,243.19,238.09,240.45,4799882
29-05-2015,240.5,243.89,237.24,237.66,2760853
30-05-2015,235.99,239.93,235.27,237.13,4481029
31-05-2015,235.69,240.97,234.94,238.4,3859250
01-06-2015,238.45,239.22,226.73,228.97,3912163
02-06-2015,231.28,231.28,219.94,224.09,6701935
03-06-2015,227.34,235.6,227.34,234.46,4407889
